Name,Emotion,Intensity
shakir,Joy,0.001,,,
shakir,Satisfaction,0.001,,,
shakir,Hope,0.001,,,
shakir,Resentment,0.049187,,,
shakir,Reproach,0.045122,,,
shakir,Shame,0.0471545,,,
shakir,Liking,0.001,,,
shakir,Pride,0.001,,,
